player_id,player_name,team,position,games_played,toi_seconds,goals,assists,points,shots,hits,blocks,plus_minus,pim,fow,fol,fo_pct,GF,xG_For,Shots_For,HDC_For,Blocks_For,Hits_For,Corsi_For,OZ_Shots_For,NZ_Shots_For,DZ_Shots_For,Rush_Shots_For,ENtoS_For,EXtoEN_For,Giveaways_For,Takeaways_For,Lateral_Move_For,Longitudinal_Move_For,GameScore_For,GA,xG_Against,Shots_Against,HDC_Against,Blocks_Against,Hits_Against,Corsi_Against,OZ_Shots_Against,NZ_Shots_Against,DZ_Shots_Against,Rush_Shots_Against,ENtoS_Against,EXtoEN_Against,Giveaways_Against,Takeaways_Against,Lateral_Move_Against,Longitudinal_Move_Against,GameScore_Against,Corsi_Pct,xG_Pct
8482761,C. Lindbom,VGK,G,21,1373.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,2.95,2.31,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482762,S. Edvinsson,DET,D,48,1354.67,0.12,0.23,0.35,1.19,1.31,2.17,0.12,1.12,0.0,0.0,0.0,3.1,0.1,1.19,0.23,2.17,1.31,2.79,1.04,0.02,0.12,0.0,0.42,0.02,1.17,0.38,10.47,11.25,0.35,2.94,2.56,28.23,5.92,18.04,21.08,58.79,26.83,0.75,0.65,0.0,11.69,0.83,0.0,0.0,19.0,25.65,0.0,4.76,4.14
8482765,I. Rosen,BUF,F,14,780.36,0.21,0.29,0.5,1.0,0.43,0.71,-0.21,0.0,0.0,0.0,0.0,3.5,0.13,1.0,0.36,0.71,0.43,2.29,1.0,0.0,0.0,0.0,0.14,0.07,0.71,0.29,5.92,8.67,0.4,3.43,2.44,31.71,6.29,19.07,18.21,63.71,29.86,1.21,0.64,0.0,12.0,1.0,0.0,0.0,23.48,29.02,0.0,3.86,5.78
8482766,W. Stromgren,CGY,F,3,437.33,0.0,0.0,0.0,0.67,0.0,0.0,-0.33,0.0,0.0,0.0,0.0,2.0,0.06,0.67,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,3.33,2.81,35.67,6.33,15.33,20.0,62.33,34.0,0.67,1.0,0.0,13.67,0.33,0.0,0.0,17.5,19.54,0.0,1.03,1.57
8482768,F. Svechkov,NSH,F,49,722.55,0.04,0.14,0.18,1.12,0.84,0.41,-0.16,0.29,0.0,0.0,0.0,2.94,0.09,1.12,0.14,0.41,0.84,2.24,1.1,0.02,0.0,0.0,0.39,0.06,0.57,0.18,2.83,3.39,0.19,3.35,2.01,29.12,5.35,13.35,19.86,52.39,27.92,0.69,0.51,0.0,10.59,1.08,0.0,0.0,20.49,26.17,0.0,4.06,4.53
8482775,O. Kapanen,MTL,F,56,902.96,0.3,0.23,0.54,1.75,0.36,0.98,0.05,0.32,0.0,0.0,0.0,3.46,0.12,1.75,0.43,0.98,0.36,2.7,1.66,0.07,0.02,0.0,0.52,0.02,0.41,0.2,8.44,13.41,0.54,3.32,2.49,27.41,6.05,17.93,21.45,56.3,26.0,0.8,0.61,0.0,11.8,0.93,0.0,0.0,20.15,28.31,0.0,4.72,4.81
8482781,C. Lambos,MIN,D,1,616.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.04,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-0.17,2.0,2.42,29.0,5.0,22.0,26.0,62.0,29.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,19.41,17.94,0.0,3.1,1.6
8482783,A. Kolosov,PHI,G,12,600.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,3.75,2.29,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482785,J. Robidas,CAR,F,2,641.0,0.0,0.5,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,3.5,0.05,1.0,0.0,0.5,1.5,1.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,13.5,12.5,0.41,2.5,2.16,15.5,4.5,13.5,33.0,40.5,14.0,1.5,0.0,0.0,7.5,3.0,0.0,0.0,32.37,37.11,0.0,3.5,2.0
8482787,N. Chibrikov,WPG,F,8,551.75,0.0,0.0,0.0,0.62,1.25,0.62,0.0,1.5,0.0,0.0,0.0,3.25,0.05,0.62,0.0,0.62,1.25,2.0,0.62,0.0,0.0,0.0,0.25,0.0,0.75,0.25,3.5,2.25,0.02,3.0,2.78,31.38,6.25,19.5,17.25,64.12,30.62,0.25,0.5,0.0,11.62,0.5,0.0,0.0,22.98,25.79,0.0,3.06,2.01
8482803,O. Zellweger,ANA,D,54,1059.19,0.11,0.22,0.33,1.67,0.46,1.06,0.09,0.44,0.0,0.0,0.0,3.3,0.14,1.67,0.17,1.06,0.46,4.2,1.63,0.0,0.04,0.0,0.89,0.04,0.78,0.28,11.34,15.59,0.34,3.43,2.28,29.2,5.91,16.61,18.78,57.67,27.57,0.72,0.91,0.0,11.89,1.26,0.0,0.0,20.54,25.79,0.0,7.03,6.11
8482804,T. Murchison,PHI,D,3,900.33,0.0,0.0,0.0,0.33,1.67,0.67,0.33,0.0,0.0,0.0,0.0,3.0,0.01,0.33,0.0,0.67,1.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.67,17.33,-0.05,2.67,2.29,21.0,3.33,15.33,23.33,50.0,19.33,0.67,1.0,0.0,11.0,0.33,0.0,0.0,21.81,47.94,0.0,1.6,0.7
8482807,E. Del Mastro,CHI,D,2,981.0,0.0,0.0,0.0,1.5,3.0,1.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.16,1.5,0.0,1.5,3.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,31.5,5.0,0.04,3.0,1.99,32.0,6.0,17.0,28.5,60.0,29.5,2.5,0.0,0.0,16.0,1.5,0.0,0.0,14.08,20.14,0.0,4.2,7.1
8482809,J. Blake,CAR,F,55,988.24,0.29,0.29,0.58,2.04,0.18,0.36,-0.02,0.55,0.0,0.0,0.0,3.47,0.17,2.11,0.53,0.36,0.18,3.85,2.09,0.02,0.0,0.0,0.78,0.04,1.05,0.38,10.9,23.34,0.48,2.91,2.17,24.91,6.02,11.84,24.07,46.29,23.36,0.89,0.65,0.0,9.64,1.31,0.0,0.0,19.88,29.78,0.0,7.97,7.79
8482821,A. Soderblom,CHI,G,54,1097.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.26,2.58,9.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482858,R. Evans,SEA,D,39,1046.56,0.13,0.18,0.31,0.72,0.64,1.05,0.1,0.56,0.0,0.0,0.0,3.0,0.06,0.72,0.13,1.05,0.64,1.69,0.69,0.03,0.0,0.0,0.15,0.0,0.72,0.13,3.15,5.03,0.25,2.85,2.44,30.0,5.54,17.41,20.15,61.72,28.64,0.82,0.54,0.0,12.69,1.41,0.0,0.0,20.12,28.89,0.0,2.77,2.52
8482859,Z. Ostapchuk,SJS,F,31,587.35,0.1,0.03,0.13,0.74,2.48,0.39,-0.26,0.32,0.0,0.0,0.0,3.06,0.06,0.74,0.19,0.39,2.48,1.26,0.68,0.06,0.0,0.0,0.29,0.06,0.26,0.16,7.29,6.9,0.21,3.45,2.21,29.52,5.65,17.42,16.84,58.55,28.1,0.71,0.71,0.0,11.42,1.26,0.0,0.0,17.67,25.2,0.0,2.16,2.89
8482861,V. Iorio,SJS,D,21,989.71,0.0,0.14,0.14,0.48,0.52,1.52,-0.19,0.57,0.0,0.0,0.0,3.67,0.04,0.48,0.0,1.52,0.52,1.62,0.48,0.0,0.0,0.0,0.38,0.0,0.67,0.19,2.19,3.9,0.14,4.14,2.14,30.24,6.33,16.1,16.57,55.9,28.52,0.9,0.81,0.0,10.0,1.33,0.0,0.0,18.22,25.27,0.0,3.05,2.27
8482874,J. Melanson,SEA,F,20,583.65,0.05,0.15,0.2,0.8,5.4,0.3,0.0,0.35,0.0,0.0,0.0,3.45,0.1,0.8,0.2,0.3,5.4,2.15,0.8,0.0,0.0,0.0,0.75,0.05,0.4,0.1,4.42,2.83,0.3,2.45,2.51,32.2,5.0,18.6,21.45,66.7,30.7,1.0,0.5,0.0,13.7,1.4,0.0,0.0,19.16,26.05,0.0,3.11,4.05
8482877,J. Chmelar,NYR,F,6,471.33,0.0,0.0,0.0,0.5,2.17,0.5,-0.33,1.17,0.0,0.0,0.0,1.83,0.04,0.5,0.0,0.5,2.17,1.0,0.5,0.0,0.0,0.0,0.17,0.0,0.17,0.0,20.0,21.67,0.09,3.17,2.09,24.5,5.0,16.67,18.33,52.33,23.33,0.33,0.83,0.0,11.83,1.17,0.0,0.0,24.78,32.3,0.0,1.9,1.42
8482896,T. Kozak,BUF,F,33,681.91,0.06,0.06,0.12,0.7,2.73,0.79,-0.09,0.06,0.0,0.0,0.0,3.61,0.06,0.7,0.09,0.79,2.73,1.45,0.67,0.03,0.0,0.0,0.21,0.06,0.58,0.3,2.07,3.66,0.19,3.18,2.14,29.85,5.48,16.39,22.18,58.18,28.12,0.85,0.88,0.0,11.24,1.12,0.0,0.0,20.58,26.87,0.0,2.51,2.63
8482911,J. Nystrom,CAR,D,37,910.08,0.03,0.22,0.24,1.16,0.24,0.57,0.14,0.16,0.0,0.0,0.0,3.41,0.1,1.16,0.03,0.57,0.24,3.24,1.14,0.0,0.03,0.0,0.41,0.08,0.84,0.14,8.48,7.28,0.18,2.92,2.2,24.95,6.32,11.16,24.41,45.65,23.3,0.95,0.7,0.0,9.54,1.14,0.0,0.0,19.74,30.04,0.0,6.82,4.98
8482929,E. Lilleberg,TBL,D,32,1040.62,0.06,0.12,0.19,0.75,1.66,1.03,0.28,1.34,0.0,0.0,0.0,3.25,0.06,0.75,0.09,1.03,1.66,1.94,0.72,0.0,0.03,0.0,0.28,0.0,0.78,0.16,6.29,10.44,0.18,2.59,2.0,27.25,4.47,14.19,22.72,52.25,25.31,1.03,0.91,0.0,10.5,0.94,0.0,0.0,21.47,27.97,0.0,3.73,3.26
8482941,S. Lachance,NJD,F,1,445.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.0,2.31,34.0,6.0,23.0,26.0,70.0,34.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,20.21,35.96,0.0,0.0,0.0
8482947,Z. Bardakov,COL,F,41,432.85,0.02,0.2,0.22,0.54,0.93,0.44,0.17,0.24,0.0,0.0,0.0,3.8,0.05,0.54,0.1,0.44,0.93,1.29,0.51,0.02,0.0,0.0,0.27,0.0,0.46,0.12,6.22,5.51,0.18,2.68,2.29,26.73,5.8,14.85,20.9,53.1,25.22,0.98,0.54,0.0,10.56,1.2,0.0,0.0,21.29,27.78,0.0,2.49,2.1
8482953,T. Makar,COL,F,11,387.82,0.0,0.0,0.0,0.64,1.55,0.09,0.0,0.36,0.0,0.0,0.0,3.09,0.07,0.64,0.18,0.09,1.55,1.45,0.64,0.0,0.0,0.0,0.27,0.0,0.0,0.09,3.82,4.27,0.1,2.82,2.11,25.18,5.45,13.91,21.09,50.91,24.0,0.64,0.55,0.0,10.55,1.45,0.0,0.0,21.44,31.29,0.0,2.75,3.12
8482964,A. Xhekaj,MTL,D,50,680.08,0.02,0.02,0.04,0.64,2.7,0.66,-0.14,2.08,0.0,0.0,0.0,3.46,0.05,0.64,0.02,0.66,2.7,1.82,0.62,0.0,0.02,0.0,0.28,0.04,0.54,0.04,5.71,10.5,0.1,3.42,2.46,27.58,6.14,17.92,21.64,56.28,26.18,0.84,0.56,0.0,11.72,0.96,0.0,0.0,20.18,28.14,0.0,3.25,2.11
8482982,J. Greaves,CBJ,G,54,2375.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,3.28,2.21,19.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483039,T. Nielsen,COL,F,4,378.25,0.0,0.25,0.25,0.75,2.25,0.25,0.25,0.0,0.0,0.0,0.0,3.25,0.06,0.75,0.25,0.25,2.25,1.5,0.75,0.0,0.0,0.0,0.5,0.25,0.5,0.0,1.25,27.25,0.22,1.25,2.27,25.0,4.5,16.75,20.0,55.5,23.0,1.25,0.75,0.0,9.5,1.0,0.0,0.0,25.77,30.93,0.0,2.78,3.4
8483114,T. Milic,WPG,G,9,924.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.67,2.28,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483203,D. Nozzolillo,CHI,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483395,A. Bains,VAN,F,28,552.36,0.04,0.14,0.18,0.64,0.86,0.18,-0.11,0.43,0.0,0.0,0.0,2.5,0.04,0.64,0.11,0.18,0.86,1.18,0.64,0.0,0.0,0.0,0.07,0.0,0.39,0.21,4.82,2.29,0.17,3.5,2.67,29.39,7.14,15.61,18.86,58.14,28.18,0.75,0.46,0.0,12.14,1.29,0.0,0.0,19.21,28.74,0.0,2.03,1.38
8483398,D. Carlile,TBL,D,32,862.12,0.03,0.06,0.09,0.84,0.97,0.75,0.12,0.66,0.0,0.0,0.0,4.03,0.08,0.84,0.12,0.75,0.97,2.25,0.81,0.03,0.0,0.0,0.38,0.0,0.5,0.16,7.64,11.17,0.13,2.38,1.95,26.12,4.84,13.22,22.34,50.03,24.69,0.78,0.66,0.0,10.03,1.06,0.0,0.0,20.69,30.58,0.0,4.57,4.02
8483406,T. Ward,LAK,F,13,671.15,0.15,0.15,0.31,0.85,0.85,0.31,0.31,0.0,0.0,0.0,0.0,2.46,0.11,0.85,0.23,0.31,0.85,2.77,0.85,0.0,0.0,0.0,0.31,0.0,0.92,0.08,8.5,15.23,0.19,3.08,2.39,28.38,6.38,14.69,19.69,54.0,27.15,0.85,0.38,0.0,11.0,1.23,0.0,0.0,19.74,36.94,0.0,5.05,3.92
8483424,O. Beck,MTL,F,15,551.33,0.07,0.0,0.07,0.73,1.6,0.53,0.27,0.4,0.0,0.0,0.0,3.4,0.05,0.73,0.07,0.53,1.6,1.6,0.73,0.0,0.0,0.0,0.4,0.0,0.67,0.13,2.4,1.97,0.09,2.53,2.74,26.6,5.87,18.07,19.6,57.67,25.47,0.6,0.53,0.0,12.87,0.93,0.0,0.0,16.4,21.47,0.0,2.69,1.93
8483425,L. Bichsel,DAL,D,26,948.58,0.04,0.08,0.12,0.35,3.27,0.92,0.23,0.85,0.0,0.0,0.0,3.58,0.03,0.35,0.04,0.92,3.27,1.12,0.31,0.0,0.04,0.0,0.19,0.04,0.88,0.15,5.62,2.58,0.12,2.73,2.26,27.81,5.81,15.88,24.04,55.12,26.5,0.69,0.62,0.0,11.08,1.27,0.0,0.0,21.75,29.93,0.0,2.0,1.46
8483429,S. Casey,NJD,D,2,1080.5,0.0,0.0,0.0,2.0,0.0,0.5,-1.5,0.0,0.0,0.0,0.0,3.0,0.12,2.0,0.5,0.5,0.0,4.0,2.0,0.0,0.0,0.0,0.5,0.5,1.5,1.0,48.0,21.0,0.05,6.5,2.38,35.0,9.5,13.0,16.5,51.5,33.5,0.5,1.0,0.0,14.0,1.5,0.0,0.0,22.46,23.64,0.0,7.35,4.65
8483431,L. Cooley,UTA,F,29,1069.17,0.48,0.31,0.79,2.03,1.17,0.45,0.21,0.76,0.0,0.0,0.0,3.14,0.18,2.03,0.76,0.45,1.17,3.1,1.93,0.07,0.03,0.0,0.66,0.0,1.28,0.38,10.69,14.67,0.63,2.9,1.96,24.69,4.76,15.48,22.28,50.52,23.24,1.07,0.38,0.0,10.59,1.55,0.0,0.0,21.78,27.36,0.0,5.78,8.95
8483432,L. Del Bel Belluz,CBJ,F,13,526.46,0.0,0.08,0.08,0.85,0.15,0.77,-0.15,0.31,0.0,0.0,0.0,3.0,0.05,0.85,0.08,0.77,0.15,1.23,0.85,0.0,0.0,0.0,0.15,0.0,0.08,0.15,4.38,3.85,0.16,3.54,2.33,30.46,6.31,16.85,19.92,61.0,28.62,1.23,0.62,0.0,10.54,1.38,0.0,0.0,20.34,31.93,0.0,1.97,2.17
8483433,J. Devine,FLA,F,6,506.33,0.0,0.0,0.0,1.0,0.67,0.0,-0.5,0.33,0.0,0.0,0.0,3.0,0.14,1.0,0.33,0.0,0.67,2.33,0.83,0.17,0.0,0.0,0.0,0.0,0.33,0.0,7.67,4.67,0.04,3.67,2.81,30.83,9.0,14.0,21.17,55.67,29.5,1.17,0.17,0.0,12.67,1.17,0.0,0.0,19.86,22.95,0.0,4.05,4.5
8483445,C. Gauthier,ANA,F,54,1043.17,0.44,0.44,0.89,3.8,0.81,0.3,0.02,0.33,0.0,0.0,0.0,3.3,0.24,3.81,0.7,0.3,0.81,6.87,3.69,0.11,0.02,0.0,1.5,0.04,0.98,0.24,15.86,19.96,0.84,3.56,2.26,29.2,5.98,16.5,18.48,57.35,27.54,0.74,0.93,0.0,11.96,1.24,0.0,0.0,20.49,25.83,0.0,11.05,10.2
8483447,C. Geekie,TBL,F,6,601.5,0.0,0.17,0.17,0.83,2.5,0.83,0.0,0.67,0.0,0.0,0.0,2.67,0.05,0.83,0.0,0.83,2.5,2.0,0.83,0.0,0.0,0.0,0.5,0.0,0.83,0.0,5.5,1.83,0.16,3.5,2.39,31.33,5.67,17.0,28.0,61.0,29.33,1.17,0.83,0.0,12.17,1.17,0.0,0.0,22.65,26.39,0.0,3.15,2.08
8483448,I. George,NYI,D,2,797.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.01,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.29,2.5,1.38,21.0,3.5,13.0,19.5,42.0,19.5,1.0,0.5,0.0,9.5,1.5,0.0,0.0,17.65,26.84,0.0,1.15,0.9
8483450,R. Greene,CHI,F,56,989.29,0.12,0.23,0.36,1.3,0.57,0.46,-0.12,0.18,0.0,0.0,0.0,2.75,0.09,1.3,0.23,0.46,0.57,2.39,1.25,0.02,0.04,0.0,0.41,0.0,0.7,0.3,7.6,9.51,0.32,3.23,2.59,30.09,6.89,14.04,22.86,56.54,28.46,1.09,0.54,0.0,11.98,1.02,0.0,0.0,19.6,28.49,0.0,4.2,3.5
8483452,H. Haight,MIN,F,5,580.6,0.0,0.0,0.0,0.8,1.2,0.2,-0.8,0.0,0.0,0.0,0.0,4.6,0.08,0.8,0.4,0.2,1.2,1.2,0.8,0.0,0.0,0.0,0.4,0.0,0.6,0.2,5.33,7.47,0.03,3.6,2.49,29.0,6.0,17.6,23.6,57.0,27.8,0.6,0.6,0.0,10.6,1.2,0.0,0.0,22.45,27.02,0.0,2.18,3.54
8483455,I. Howard,EDM,F,28,619.46,0.07,0.11,0.18,1.18,0.25,0.14,-0.21,0.43,0.0,0.0,0.0,3.18,0.1,1.18,0.07,0.14,0.25,2.54,1.14,0.04,0.0,0.0,0.43,0.04,0.61,0.07,6.61,8.77,0.15,3.18,2.08,25.32,5.07,16.43,17.18,53.61,24.0,0.75,0.57,0.0,10.93,0.64,0.0,0.0,20.49,28.98,0.0,4.6,4.69
8483457,L. Hutson,MTL,D,56,1425.2,0.16,0.86,1.02,1.61,0.41,1.57,0.36,0.43,0.0,0.0,0.0,3.46,0.12,1.61,0.25,1.57,0.41,3.59,1.54,0.04,0.04,0.0,0.54,0.04,1.04,0.46,11.27,18.38,0.82,3.32,2.49,27.41,6.05,17.93,21.45,56.3,26.0,0.8,0.61,0.0,11.8,0.93,0.0,0.0,20.15,28.31,0.0,6.32,4.93
8483460,D.Jiricek,MIN,D,25,702.68,0.0,0.0,0.0,0.6,0.32,0.76,0.0,0.56,0.0,0.0,0.0,3.6,0.05,0.6,0.0,0.76,0.32,1.6,0.56,0.0,0.04,0.0,0.2,0.04,0.96,0.12,8.12,4.92,-0.04,2.68,2.81,30.52,6.28,18.0,21.08,61.32,29.36,0.72,0.44,0.0,12.12,0.92,0.0,0.0,20.3,26.16,0.0,2.64,2.03
8483463,A. Kaskimaki,STL,F,5,623.6,0.0,0.0,0.0,1.2,0.4,0.6,-1.2,0.0,0.0,0.0,0.0,2.4,0.03,1.2,0.0,0.6,0.4,1.6,1.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,5.2,10.0,0.07,4.2,2.97,31.6,8.2,16.6,19.6,57.8,31.0,0.6,0.0,0.0,10.8,1.0,0.0,0.0,18.25,26.28,0.0,2.76,1.12
8483464,M. Kasper,DET,F,56,816.77,0.11,0.12,0.23,1.57,2.27,0.62,-0.2,0.52,0.0,0.0,0.0,3.04,0.12,1.57,0.27,0.62,2.27,2.88,1.57,0.0,0.0,0.0,0.68,0.04,0.66,0.14,5.14,9.2,0.29,3.02,2.53,27.89,5.89,18.23,21.29,58.21,26.46,0.77,0.66,0.0,11.5,0.88,0.0,0.0,18.75,24.92,0.0,5.09,4.79
8483465,J. Kemell,NSH,F,2,664.0,0.0,0.0,0.0,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.11,0.5,0.0,0.5,2.0,2.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.12,1.0,2.86,35.5,6.0,19.0,28.5,68.0,34.5,0.5,0.5,0.0,14.0,1.0,0.0,0.0,22.84,22.38,0.0,3.4,3.65
8483466,K. Korchinski,CHI,D,2,838.5,0.0,0.5,0.5,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,2.0,0.1,1.0,0.0,1.0,0.0,1.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.38,2.5,2.66,30.0,6.0,9.5,16.5,51.0,28.5,1.0,0.5,0.0,11.5,0.5,0.0,0.0,14.6,23.61,0.0,2.25,2.4
8483468,J.Kulich,BUF,F,12,981.83,0.25,0.17,0.42,1.67,0.75,1.0,-0.33,0.33,0.0,0.0,0.0,3.08,0.16,1.67,0.42,1.0,0.75,3.58,1.67,0.0,0.0,0.0,0.5,0.0,0.83,0.08,8.62,25.5,0.38,3.17,2.42,32.25,5.75,18.17,22.25,63.75,29.92,1.17,1.17,0.0,11.58,1.33,0.0,0.0,21.97,30.06,0.0,5.38,6.56
8483471,B. Lambert,WPG,F,4,541.5,0.25,0.0,0.25,0.75,0.75,0.25,-0.25,0.5,0.0,0.0,0.0,1.75,0.08,0.75,0.5,0.25,0.75,1.25,0.75,0.0,0.0,0.0,0.5,0.0,0.75,0.0,4.5,1.5,0.16,2.25,2.58,29.25,7.0,17.75,16.5,58.0,28.25,0.75,0.25,0.0,11.75,1.25,0.0,0.0,20.94,23.32,0.0,2.1,3.15
8483472,M. Lamoureux,UTA,D,5,879.2,0.0,0.2,0.2,0.8,2.2,1.8,0.8,0.4,0.0,0.0,0.0,3.2,0.07,0.8,0.0,1.8,2.2,2.0,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.4,13.0,14.2,0.27,2.2,2.46,29.2,4.0,20.0,20.2,65.2,27.2,1.0,1.0,0.0,11.8,0.8,0.0,0.0,21.29,29.54,0.0,2.74,2.68
8483476,J. Lekkerimäki,VAN,F,12,694.33,0.17,0.08,0.25,0.83,0.67,0.42,-0.17,0.0,0.0,0.0,0.0,2.25,0.07,0.83,0.25,0.42,0.67,1.75,0.83,0.0,0.0,0.0,0.5,0.0,0.58,0.08,2.42,5.67,0.2,3.08,2.76,29.42,6.67,16.58,21.17,60.67,27.83,1.0,0.58,0.0,11.92,1.42,0.0,0.0,21.08,27.12,0.0,2.83,2.89
8483485,D. Mateychuk,CBJ,D,47,1205.26,0.19,0.28,0.47,1.19,0.4,1.36,0.13,0.09,0.0,0.0,0.0,3.15,0.09,1.19,0.23,1.36,0.4,2.77,1.06,0.13,0.0,0.0,0.47,0.04,1.09,0.26,9.79,9.49,0.37,3.32,2.24,31.13,5.83,16.21,17.77,59.7,29.62,0.96,0.55,0.0,10.94,1.19,0.0,0.0,20.6,29.11,0.0,4.46,4.24
8483487,R. McGroarty,PIT,F,19,714.58,0.11,0.11,0.21,1.79,1.05,0.37,-0.11,0.11,0.0,0.0,0.0,3.68,0.13,1.79,0.53,0.37,1.05,2.89,1.74,0.05,0.0,0.0,0.63,0.11,0.58,0.0,7.31,14.68,0.24,3.53,2.07,26.89,5.79,15.79,18.47,54.89,25.89,0.74,0.26,0.0,11.26,1.05,0.0,0.0,21.41,26.61,0.0,5.22,5.92
8483489,F. Minten,BOS,F,56,887.07,0.25,0.27,0.52,1.32,1.75,0.62,0.34,0.25,0.0,0.0,0.0,3.41,0.13,1.34,0.46,0.62,1.75,2.5,1.25,0.09,0.0,0.0,0.54,0.07,0.45,0.36,6.97,8.41,0.52,3.16,2.34,30.34,5.84,16.95,22.12,59.48,29.27,0.68,0.39,0.0,12.04,0.95,0.0,0.0,19.43,25.58,0.0,4.0,5.15
8483490,P. Mintyukov,ANA,D,50,1076.72,0.12,0.18,0.3,1.0,0.5,1.48,-0.06,0.08,0.0,0.0,0.0,3.4,0.1,1.0,0.14,1.48,0.5,2.64,0.92,0.0,0.08,0.0,0.4,0.04,0.84,0.24,8.47,8.98,0.28,3.5,2.27,29.36,5.96,16.38,18.18,57.24,27.68,0.72,0.96,0.0,11.78,1.2,0.0,0.0,20.52,26.22,0.0,4.68,4.6
8483491,I. Miroshnichenko,WSH,F,4,627.25,0.0,0.0,0.0,1.25,1.75,0.75,0.25,0.5,0.0,0.0,0.0,2.0,0.19,1.25,0.0,0.75,1.75,4.0,1.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,20.62,17.25,0.14,4.5,3.03,35.75,9.25,18.75,15.5,67.5,33.75,0.75,1.25,0.0,11.5,1.0,0.0,0.0,17.43,23.52,0.0,5.85,7.3
